event,track,particle,d1,d2,d3
183,9,secondary_proton,1,1,1
184,1,primary_proton,1,1,1
185,0,null,0,0,0
186,14,secondary_proton,1,1,1
187,10,pi-,1,1,0
188,0,null,0,0,0
189,9,pi-,1,1,1
190,0,null,0,0,0
191,1,primary_proton,1,1,1
192,0,null,0,0,0
193,0,null,0,0,0
194,0,null,0,0,0
195,0,null,0,0,0
197,1,primary_proton,1,1,1
198,16,pi-,1,1,1
199,13,pi-,1,0,0
200,10,secondary_proton,1,1,1
201,0,null,0,0,0
202,2,secondary_proton,1,1,0
203,3079,e-,1,0,0
204,1,primary_proton,1,1,1
205,358,secondary_proton,1,1,1
206,1,primary_proton,1,1,1
207,0,null,0,0,0
208,18,pi-,1,0,0
209,0,null,0,0,0
210,2940,pi-,1,1,0
211,0,null,0,0,0
212,7,secondary_proton,1,1,1
213,7581,e-,0,1,0
214,1,primary_proton,1,1,1
215,1,primary_proton,1,1,0
216,10,secondary_proton,1,1,1
217,1,primary_proton,1,1,1
218,12,pi+,1,1,1
219,13,secondary_proton,1,1,1
220,20,pi+,1,1,0
221,0,null,0,0,0
222,4894,secondary_proton,1,1,1
223,0,null,0,0,0
224,1,primary_proton,1,1,1
225,1335,secondary_proton,1,1,0
226,0,null,0,0,0
227,0,null,0,0,0
228,10,pi+,1,0,0
229,18,pi+,1,0,0
230,19,secondary_proton,1,1,0
231,1,primary_proton,1,1,1
232,0,null,0,0,0
233,2,secondary_proton,1,0,0
234,3,pi+,1,0,0
235,144,pi+,1,1,1
236,14,pi+,1,1,1
237,7,secondary_proton,1,1,1
238,7,pi-,1,0,0
239,1,primary_proton,1,1,1
240,5,secondary_proton,1,1,1
241,0,null,0,0,0
242,32,pi-,1,0,0
243,1,primary_proton,1,1,1
244,28,secondary_proton,1,0,0
245,9,pi-,1,1,0
246,0,null,0,0,0
247,9,secondary_proton,1,1,1
248,1,primary_proton,1,1,1
249,11,pi-,1,1,1
250,0,null,0,0,0
251,0,null,0,0,0
252,0,null,0,0,0
253,19,secondary_proton,1,0,0
254,1,primary_proton,1,1,1
255,0,null,0,0,0
256,0,null,0,0,0
257,9,secondary_proton,1,1,1
258,0,null,0,0,0
259,2413,pi+,1,0,0
260,10,pi-,1,1,1
261,170,secondary_proton,1,1,1
262,0,null,0,0,0
263,0,null,0,0,0
264,1,primary_proton,1,1,1
265,1,primary_proton,1,1,1
266,1,primary_proton,1,1,1
267,17,pi+,1,1,1
268,0,null,0,0,0
269,0,null,0,0,0
270,4327,e+,1,0,1
271,1,primary_proton,1,1,1
272,0,null,0,0,0
273,3,secondary_proton,1,1,0
274,0,null,0,0,0
275,1581,secondary_proton,1,1,1
276,11,secondary_proton,1,1,1
277,10,secondary_proton,1,0,0
278,1,primary_proton,1,1,1
279,2017,e-,1,0,0
280,0,null,0,0,0
281,0,null,0,0,0
282,1,primary_proton,1,1,1
283,5027,e-,1,0,0
284,1,primary_proton,1,1,1
285,0,null,0,0,0
286,0,null,0,0,0
287,0,null,0,0,0
288,1,primary_proton,1,1,1
289,1,primary_proton,1,1,1
290,1,primary_proton,1,1,1
291,7,pi-,1,0,0
292,1878,secondary_proton,1,1,1
293,1,primary_proton,1,1,1
294,0,null,0,0,0
295,12,secondary_proton,1,1,1
296,14,pi-,1,1,1
297,9,pi-,1,1,0
298,160,pi-,1,1,1
299,4,pi+,1,1,1
300,17,pi-,1,0,0
301,10,secondary_proton,1,1,1
302,1682,e-,1,0,0
303,0,null,0,0,0
304,24,secondary_proton,1,1,0
305,0,null,0,0,0
306,15,pi+,1,1,1
307,0,null,0,0,0
308,6,pi+,1,0,0
309,18,pi-,1,0,0
310,1415,pi+,1,1,1
311,1,primary_proton,1,1,1
312,0,null,0,0,0
313,0,null,0,0,0
314,1,primary_proton,1,1,1
315,1,primary_proton,1,1,1
316,69,secondary_proton,1,1,1
317,84,pi-,1,1,1
318,30,secondary_proton,1,1,1
319,1,primary_proton,1,1,1
320,4213,secondary_proton,1,0,0
321,830,pi+,1,0,0
322,17,pi+,1,1,1
323,0,null,0,0,0
324,0,null,0,0,0
325,2379,secondary_proton,1,1,1
326,1,primary_proton,1,1,1
327,0,null,0,0,0
328,0,null,0,0,0
329,1,primary_proton,1,1,1
330,1,primary_proton,1,1,1
331,1,primary_proton,1,1,1
332,0,null,0,0,0
333,1,primary_proton,1,1,1
334,4,pi-,1,0,0
335,1,primary_proton,1,1,1
336,1,primary_proton,1,1,1
337,0,null,0,0,0
338,15,pi-,1,1,1
339,1,primary_proton,1,1,1
340,1,primary_proton,1,1,1
341,358,pi-,1,1,1
342,0,null,0,0,0
343,1,primary_proton,1,1,1
344,18,pi+,1,1,1
345,100,secondary_proton,1,1,1
346,1,primary_proton,1,1,1
347,0,null,0,0,0
348,1,primary_proton,1,1,1
349,5,secondary_proton,1,1,1
350,3105,secondary_proton,1,0,0
351,0,null,0,0,0
352,3,secondary_proton,1,1,1
353,1,primary_proton,1,1,1
354,0,null,0,0,0
355,1,primary_proton,1,1,1
356,0,null,0,0,0
357,0,null,0,0,0
358,0,null,0,0,0
359,13,secondary_proton,1,1,1
360,0,null,0,0,0
361,1,primary_proton,1,1,1
362,13,pi-,1,1,1
363,6131,e-,1,0,0
364,58,pi-,1,0,0
365,0,null,0,0,0
366,5342,secondary_proton,1,1,0
367,0,null,0,0,0
368,0,null,0,0,0
369,0,null,0,0,0
370,403,pi-,1,1,1
371,10,pi+,1,0,0
372,0,null,0,0,0
373,0,null,0,0,0
374,14,pi-,1,1,1
375,5701,secondary_proton,1,0,0
376,8,pi+,1,1,1
377,26,pi+,1,0,0
378,9,pi+,1,1,1
379,14,secondary_proton,1,1,1
380,408,e-,1,0,0
381,24,pi-,1,1,0
383,0,null,0,0,0
384,0,null,0,0,0
385,0,null,0,0,0
386,0,null,0,0,0
387,1,primary_proton,1,1,1
388,24,pi+,1,1,0
389,1,primary_proton,1,1,1
390,13,pi+,1,1,1
391,6,pi+,1,1,1
392,1,primary_proton,1,1,1
393,4,secondary_proton,1,1,1
394,1,primary_proton,1,1,1
395,1,primary_proton,1,1,1
396,0,null,0,0,0
397,0,null,0,0,0
398,1,primary_proton,1,1,1
399,0,null,0,0,0
400,0,null,0,0,0
401,18,pi+,1,0,0
402,12,secondary_proton,1,1,0
403,40,pi+,1,1,1
404,1,primary_proton,1,1,1
405,1,primary_proton,1,1,1
406,0,null,0,0,0
407,1,primary_proton,1,1,1
408,21,pi+,1,1,0
409,7,secondary_proton,1,1,0
410,18,secondary_proton,1,1,1
411,21,pi-,1,1,1
412,0,null,0,0,0
413,373,pi-,1,1,1
414,0,null,0,0,0
415,16,pi+,1,0,0
416,0,null,0,0,0
417,1,primary_proton,1,1,1
418,0,null,0,0,0
419,1,primary_proton,1,1,1
420,0,null,0,0,0
421,1,primary_proton,1,1,1
422,14,pi+,1,1,1
423,0,null,0,0,0
424,10,pi+,1,1,1
425,1,primary_proton,1,1,1
426,15,secondary_proton,1,1,1
427,15,secondary_proton,1,1,1
428,2,secondary_proton,1,0,0
429,1,primary_proton,1,1,1
430,4570,e-,1,0,0
431,0,null,0,0,0
432,0,null,0,0,0
433,0,null,0,0,0
434,0,null,0,0,0
435,19,pi+,1,1,0
436,1,primary_proton,1,1,1
437,15,secondary_proton,1,0,0
438,10,pi+,1,1,0
439,1589,secondary_proton,1,1,1
440,12,secondary_proton,1,1,1
441,0,null,0,0,0
442,1996,secondary_proton,1,1,1
443,601,e-,1,1,1
444,9,secondary_proton,1,0,0
445,0,null,0,0,0
446,1,primary_proton,1,1,1
447,1,primary_proton,1,1,1
448,0,null,0,0,0
449,0,null,0,0,0
450,15,secondary_proton,1,1,1
451,0,null,0,0,0
452,1,primary_proton,1,1,1
453,8,secondary_proton,1,1,1
454,9,pi+,1,1,0
455,38,pi-,1,0,0
456,0,null,0,0,0
457,4,secondary_proton,1,1,1
458,16,pi-,1,0,0
459,1,primary_proton,1,1,1
460,10,secondary_proton,1,1,1
461,1,primary_proton,1,1,1
462,13,secondary_proton,1,1,1
463,10,pi-,1,0,0
464,1,primary_proton,1,1,1
465,1,primary_proton,1,1,1
466,5,pi+,1,1,1
467,0,null,0,0,0
468,2178,e-,1,1,1
469,2390,pi+,1,0,1
470,0,null,0,0,0
471,1,primary_proton,1,1,1
472,1,primary_proton,1,1,1
473,0,null,0,0,0
474,17,pi+,1,1,1
475,5,secondary_proton,1,1,1
476,10,secondary_proton,1,1,0
477,0,null,0,0,0
478,12,pi-,1,1,1
479,0,null,0,0,0
480,9,secondary_proton,1,1,1
481,1,primary_proton,1,1,1
482,20,pi+,1,0,0
483,1,primary_proton,1,1,1
484,0,null,0,0,0
485,17,pi+,1,1,1
486,0,null,0,0,0
487,0,null,0,0,0
488,1919,e-,1,0,0
489,2482,pi-,1,0,0
490,6,pi+,1,1,1
491,0,null,0,0,0
492,1,primary_proton,1,1,1
493,0,null,0,0,0
494,1,primary_proton,1,1,1
495,5676,e-,1,0,0
496,1,primary_proton,1,1,1
497,0,null,0,0,0
498,0,null,0,0,0
499,0,null,0,0,0
500,0,null,0,0,0
501,6359,secondary_proton,1,1,0
502,0,null,0,0,0
503,0,null,0,0,0
504,0,null,0,0,0
505,0,null,0,0,0
506,1,primary_proton,1,1,1
507,0,null,0,0,0
508,0,null,0,0,0
509,12,pi+,1,1,1
510,12,pi-,1,0,0
511,0,null,0,0,0
512,4296,e-,1,0,0
513,0,null,0,0,0
514,0,null,0,0,0
515,9,secondary_proton,1,1,1
516,2,secondary_proton,1,1,1
517,0,null,0,0,0
518,0,null,0,0,0
519,8,secondary_proton,1,1,1
520,9,pi+,1,1,1
521,3740,pi+,1,0,0
522,1,primary_proton,1,1,1
523,21,pi+,1,1,1
524,0,null,0,0,0
525,993,secondary_proton,1,1,0
526,1,primary_proton,1,1,1
527,0,null,0,0,0
528,3,secondary_proton,1,1,1
529,0,null,0,0,0
530,2,secondary_proton,1,1,1
531,14,pi+,1,0,0
532,1,primary_proton,1,1,1
533,1,primary_proton,1,1,1
534,0,null,0,0,0
535,1,primary_proton,1,1,1
536,1,primary_proton,1,1,1
537,14,pi-,1,1,0
538,1,primary_proton,1,1,1
539,19,pi-,1,1,1
540,0,null,0,0,0
541,0,null,0,0,0
542,0,null,0,0,0
543,1,primary_proton,1,1,1
544,385,pi-,1,1,0
545,57,secondary_proton,1,1,1
546,1,primary_proton,1,1,1
547,691,pi+,1,1,1
548,17,pi+,1,1,1
549,0,null,0,0,0
550,0,null,0,0,0
551,1,primary_proton,1,1,1
552,560,e-,1,1,0
553,0,null,0,0,0
554,19,secondary_proton,1,1,0
555,3142,secondary_proton,1,0,0
556,0,null,0,0,0
557,9,secondary_proton,1,1,1
558,11,pi-,1,1,1
559,0,null,0,0,0
560,21,pi+,1,1,1
561,1,primary_proton,1,1,1
562,1,primary_proton,1,1,1
563,0,null,0,0,0
564,0,null,0,0,0
565,0,null,0,0,0
566,1,primary_proton,1,1,1
567,15,pi+,1,1,1
568,0,null,0,0,0
569,16,secondary_proton,1,1,1
570,0,null,0,0,0
571,1,primary_proton,1,1,1
573,3170,secondary_proton,1,1,1
574,16,pi-,1,1,0
575,4,secondary_proton,1,1,1
576,10,pi+,1,0,0
577,0,null,0,0,0
578,0,null,0,0,0
579,0,null,0,0,0
580,115,pi-,1,1,0
581,376,e+,1,0,0
582,21,pi-,1,0,0
583,1262,secondary_proton,1,1,1
584,1,primary_proton,1,1,1
585,3137,e-,1,1,1
586,0,null,0,0,0
587,1711,secondary_proton,1,0,0
588,255,secondary_proton,1,1,1
589,240,pi-,1,1,1
590,11,pi+,1,1,1
591,1402,pi-,1,1,1
592,0,null,0,0,0
593,1,primary_proton,1,1,1
594,1,primary_proton,1,1,1
595,0,null,0,0,0
596,1,primary_proton,1,1,1
597,3,pi+,1,1,1
598,8,secondary_proton,1,1,0
599,1,primary_proton,1,1,1
600,0,null,0,0,0
601,12,pi+,1,1,1
602,19,pi-,1,0,0
603,0,null,0,0,0
604,1,primary_proton,1,1,1
605,14,pi+,1,1,1
606,1,primary_proton,1,1,1
607,0,null,0,0,0
608,0,null,0,0,0
609,0,null,0,0,0
610,0,null,0,0,0
611,5,secondary_proton,1,1,1
612,190,secondary_proton,1,1,1
613,0,null,0,0,0
614,0,null,0,0,0
615,0,null,0,0,0
616,1520,secondary_proton,1,1,1
617,0,null,0,0,0
618,0,null,0,0,0
619,8,secondary_proton,1,1,0
620,12,secondary_proton,1,1,1
621,5,secondary_proton,1,1,1
622,12,secondary_proton,1,1,1
623,10,pi+,1,1,0
624,1,primary_proton,1,1,1
625,16,pi+,1,1,1
626,752,e+,1,0,0
627,1,primary_proton,1,1,1
628,0,null,0,0,0
629,1,primary_proton,1,1,1
630,10,secondary_proton,1,1,1
631,1,primary_proton,1,1,1
632,14,pi+,1,1,1
633,8,secondary_proton,1,1,0
634,0,null,0,0,0
635,5574,e-,1,1,0
636,1,primary_proton,1,1,1
637,1231,e+,1,1,0
638,410,secondary_proton,1,0,0
639,1,primary_proton,1,1,1
640,205,pi+,1,1,1
641,10,secondary_proton,1,1,1
642,0,null,0,0,0
643,11,pi+,1,1,1
644,11,pi+,1,1,0
645,0,null,0,0,0
646,0,null,0,0,0
647,14,pi+,1,1,1
648,9,secondary_proton,1,1,1
649,2723,pi+,1,1,1
650,10,pi+,1,1,0
651,0,null,0,0,0
652,20,pi+,1,1,1
653,1,primary_proton,1,1,1
654,1,primary_proton,1,1,1
655,11,pi+,1,1,1
656,1,primary_proton,1,1,1
657,13,pi+,1,0,0
658,2205,pi-,1,1,1
659,576,pi+,1,1,1
660,1,primary_proton,1,1,1
661,0,null,0,0,0
662,1,primary_proton,1,1,1
663,3138,secondary_proton,1,1,1
664,0,null,0,0,0
665,1,primary_proton,1,1,1
666,34,pi-,1,1,1
667,1,primary_proton,1,1,1
668,6,pi+,1,1,1
669,1,primary_proton,1,1,1
670,0,null,0,0,0
671,5,kaon-,1,1,1
672,1,primary_proton,1,1,1
673,10,pi-,1,1,1
674,12,secondary_proton,1,1,0
675,1,primary_proton,1,1,1
676,14,pi-,1,1,1
677,15,pi-,1,1,1
678,1,primary_proton,1,1,1
679,6,secondary_proton,1,1,1
680,10,pi+,1,0,0
681,1,primary_proton,1,1,1
682,0,null,0,0,0
683,22,pi-,1,0,0
684,0,null,0,0,0
685,15,pi+,1,1,1
686,11,pi+,1,1,1
687,0,null,0,0,0
688,0,null,0,0,0
689,7572,e-,1,0,0
690,146,secondary_proton,1,1,1
691,0,null,0,0,0
692,13,pi+,1,1,1
693,123,secondary_proton,1,1,1
694,847,pi+,1,0,0
695,2351,pi+,1,1,0
696,19,secondary_proton,1,1,1
697,110,pi-,1,1,0
698,10,secondary_proton,1,1,1
699,4,pi+,1,1,1
700,1,primary_proton,1,1,1
701,102,secondary_proton,1,1,0
702,23,secondary_proton,1,0,0
703,1,primary_proton,1,1,1
704,0,null,0,0,0
705,9,secondary_proton,1,0,0
706,0,null,0,0,0
707,0,null,0,0,0
708,4715,pi+,1,1,0
709,11,secondary_proton,1,1,1
710,0,null,0,0,0
711,10,pi-,1,1,1
712,14,pi+,1,1,0
713,1,primary_proton,1,1,1
714,26,pi-,1,1,1
715,12,pi+,1,1,0
716,0,null,0,0,0
717,3,secondary_proton,1,1,1
718,508,secondary_proton,1,1,0
719,17,pi-,1,1,1
720,3,secondary_proton,1,1,1
721,7,pi+,1,1,1
722,10,pi+,1,1,1
723,12,secondary_proton,1,1,1
724,94,pi+,1,1,1
725,0,null,0,0,0
726,0,null,0,0,0
727,3,secondary_proton,1,1,1
728,0,null,0,0,0
729,0,null,0,0,0
730,1,primary_proton,1,1,1
731,7,secondary_proton,1,1,1
732,0,null,0,0,0
733,0,null,0,0,0
734,1006,secondary_proton,1,0,0
735,9,secondary_proton,1,1,1
736,22,pi-,1,1,1
737,0,null,0,0,0
738,0,null,0,0,0
739,9,pi-,1,1,1
740,0,null,0,0,0
741,139,pi-,1,1,1
742,1,primary_proton,1,1,1
743,0,null,0,0,0
744,5,secondary_proton,1,1,1
745,0,null,0,0,0
746,1,primary_proton,1,1,1
747,0,null,0,0,0
748,11,secondary_proton,1,1,1
749,14,pi-,1,1,1
750,9512,secondary_proton,1,1,0
751,1,primary_proton,1,1,1
752,0,null,0,0,0
753,22,secondary_proton,1,1,1
754,5105,e-,0,1,0
755,0,null,0,0,0
756,12,pi+,1,1,1
757,0,null,0,0,0
758,8,pi-,1,1,0
759,0,null,0,0,0
760,23,pi+,1,1,1
762,1,primary_proton,1,1,1
763,12,pi-,1,1,0
764,0,null,0,0,0
765,0,null,0,0,0
766,0,null,0,0,0
767,1,primary_proton,1,1,1
768,1,primary_proton,1,1,1
769,874,pi-,1,0,0
770,244,secondary_proton,1,1,1
771,2225,e-,1,0,0
772,6,pi+,1,1,0
773,1383,secondary_proton,1,1,0
774,634,pi-,1,0,0
775,3346,pi+,1,0,0
776,0,null,0,0,0
777,1,primary_proton,1,1,1
778,12,pi+,1,1,1
779,3,secondary_proton,1,0,0
780,0,null,0,0,0
781,9,secondary_proton,1,1,1
782,10216,e-,1,0,0
783,0,null,0,0,0
784,4,pi+,1,0,0
785,1,primary_proton,1,1,1
786,0,null,0,0,0
787,11,pi-,1,1,1
788,11,secondary_proton,1,1,1
789,15,secondary_proton,1,1,1
790,757,pi-,1,0,0
791,16,pi+,1,0,0
792,896,secondary_proton,1,1,1
793,4336,pi+,1,1,0
794,458,secondary_proton,1,1,1
795,11,secondary_proton,1,1,1
796,29,pi-,1,1,1
797,31,pi-,1,1,1
798,3908,pi-,1,1,1
799,12,pi+,1,0,0
800,1,primary_proton,1,1,1
801,1,primary_proton,1,1,1
802,1,primary_proton,1,1,1
803,1,primary_proton,1,1,1
804,7370,secondary_proton,1,1,1
805,0,null,0,0,0
806,9,pi-,1,1,1
807,0,null,0,0,0
808,1,primary_proton,1,1,1
809,127,secondary_proton,1,1,1
810,10,pi-,1,1,1
811,0,null,0,0,0
812,0,null,0,0,0
813,0,null,0,0,0
814,0,null,0,0,0
815,8,pi-,1,1,1
816,12,pi+,1,1,1
817,6041,pi-,1,0,0
818,0,null,0,0,0
819,1,primary_proton,1,1,1
820,0,null,0,0,0
821,8,pi-,1,1,1
822,0,null,0,0,0
823,0,null,0,0,0
824,0,null,0,0,0
825,26,secondary_proton,1,1,0
826,9,secondary_proton,1,1,0
827,0,null,0,0,0
828,0,null,0,0,0
829,0,null,0,0,0
830,0,null,0,0,0
831,1563,e-,0,1,0
832,19,secondary_proton,1,0,0
833,1,primary_proton,1,1,1
834,1,primary_proton,1,1,1
835,14,secondary_proton,1,1,1
836,11,pi+,1,0,0
837,26,pi+,1,1,0
838,5892,secondary_proton,1,1,0
839,665,secondary_proton,1,1,0
840,619,e+,1,1,0
841,0,null,0,0,0
842,3,secondary_proton,1,1,1
843,17,pi-,1,0,0
844,1,primary_proton,1,1,1
845,1,primary_proton,1,1,1
846,0,null,0,0,0
847,8,pi-,1,1,1
848,0,null,0,0,0
849,0,null,0,0,0
850,25,pi-,1,0,0
851,9,secondary_proton,1,1,1
852,1,primary_proton,1,1,1
853,7084,e-,1,0,0
854,1500,e-,1,1,1
855,2395,secondary_proton,1,1,0
856,1,primary_proton,1,1,1
857,983,secondary_proton,1,1,1
858,92,pi+,1,0,0
859,0,null,0,0,0
860,4075,secondary_proton,1,1,0
861,2,secondary_proton,1,1,1
862,172,pi+,1,1,0
863,1,primary_proton,1,1,1
864,7,secondary_proton,1,1,1
865,1303,pi-,1,0,0
866,14,secondary_proton,1,1,1
867,369,pi+,1,1,0
868,1,primary_proton,1,1,1
869,9,pi-,1,1,0
870,1,primary_proton,1,1,1
871,7,pi-,1,1,1
872,17,pi-,1,0,0
873,0,null,0,0,0
874,1,primary_proton,1,1,1
875,16,pi-,1,1,1
876,20,pi-,1,1,0
877,0,null,0,0,0
878,4,secondary_proton,1,0,0
879,1,primary_proton,1,1,1
880,5,secondary_proton,1,1,0
881,0,null,0,0,0
882,14,pi+,1,1,0
883,11,pi+,1,1,1
884,12,pi+,1,1,1
885,5096,secondary_proton,1,1,0
886,542,e+,1,1,1
887,4,secondary_proton,1,1,1
888,1,primary_proton,1,1,1
889,34,secondary_proton,1,1,0
890,1,primary_proton,1,1,1
891,0,null,0,0,0
892,348,pi+,1,0,0
893,0,null,0,0,0
894,1,primary_proton,1,1,1
895,1,primary_proton,1,1,1
896,1,primary_proton,1,1,1
897,1,primary_proton,1,1,1
898,0,null,0,0,0
899,1,primary_proton,1,1,1
900,0,null,0,0,0
901,9,pi-,1,1,1
902,0,null,0,0,0
903,0,null,0,0,0
904,0,null,0,0,0
905,13,pi+,1,1,1
906,317,e-,1,1,0
907,796,e-,1,0,0
908,16,pi+,1,1,0
909,15,secondary_proton,1,1,1
910,3971,pi-,1,1,1
911,3002,secondary_proton,1,1,1
912,7,pi-,1,1,0
913,1,primary_proton,1,1,1
914,15,pi+,1,1,0
915,15,kaon+,1,1,1
916,14,secondary_proton,1,1,1
917,15,pi+,1,1,0
918,2272,e-,1,1,0
919,988,secondary_proton,1,1,0
920,0,null,0,0,0
921,0,null,0,0,0
922,1,primary_proton,1,1,1
923,7,secondary_proton,1,1,0
924,3242,pi-,1,0,0
925,13,pi-,1,1,1
926,0,null,0,0,0
927,0,null,0,0,0
928,0,null,0,0,0
929,0,null,0,0,0
930,9,secondary_proton,1,1,1
931,0,null,0,0,0
932,0,null,0,0,0
933,6,secondary_proton,1,1,1
934,0,null,0,0,0
935,10,pi-,1,1,1
936,0,null,0,0,0
937,8,pi+,1,0,0
938,0,null,0,0,0
939,0,null,0,0,0
940,16,pi-,1,1,0
941,10,pi-,1,1,1
942,4,secondary_proton,1,1,1
943,0,null,0,0,0
944,13,pi+,1,1,0
945,1,primary_proton,1,1,1
946,0,null,0,0,0
947,0,null,0,0,0
948,1,primary_proton,1,1,1
949,0,null,0,0,0
950,15,kaon-,1,1,1
952,3,secondary_proton,1,1,1
953,6953,secondary_proton,1,1,1
954,1,primary_proton,1,1,1
955,12,pi-,1,1,1
956,16,pi-,1,1,1
957,0,null,0,0,0
958,113,pi-,1,1,1
959,125,secondary_proton,1,1,1
960,150,secondary_proton,1,1,1
961,0,null,0,0,0
962,10,pi-,1,1,0
963,12,pi+,1,1,1
964,15,pi+,1,1,1
965,0,null,0,0,0
966,9,pi-,1,0,0
967,0,null,0,0,0
968,0,null,0,0,0
969,0,null,0,0,0
970,0,null,0,0,0
971,3,secondary_proton,1,1,1
972,0,null,0,0,0
