event,track,particle,d1,d2,d3
4804,1,primary_proton,1,1,1
4805,0,null,0,0,0
4806,0,null,0,0,0
4807,0,null,0,0,0
4808,0,null,0,0,0
4809,7,pi-,1,0,0
4810,0,null,0,0,0
4811,1,primary_proton,1,1,1
4812,0,null,0,0,0
4813,0,null,0,0,0
4814,0,null,0,0,0
4815,0,null,0,0,0
4816,0,null,0,0,0
4817,2,secondary_proton,1,1,1
4818,0,null,0,0,0
4819,15,pi+,1,1,0
4820,1,primary_proton,1,1,1
4821,1,primary_proton,1,1,1
4822,0,null,0,0,0
4823,1,primary_proton,1,1,1
4824,9,secondary_proton,1,0,0
4825,0,null,0,0,0
4826,0,null,0,0,0
4828,0,null,0,0,0
4829,0,null,0,0,0
4830,0,null,0,0,0
4831,0,null,0,0,0
4832,0,null,0,0,0
4833,1,primary_proton,1,1,1
4834,0,null,0,0,0
